id,year,month,day,stcode,county,siteno,tourn,tcode,tourn_name,new_tcode,new_name,inttime,site_no,sitetype,docno,location,prim_op,todayt,category,ppstate,ppstfips,returnt,prim1,prim2,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,young_school_bft,school_bft,large_school_bft,small_med_bft,large_med_bft,giant_bft,unk_bft,school_or_lgschool_bft
2021-381605,2021,7,15,34,25,1050,1,3360,JACK MEYER MEMORIAL,3360,MANASQUAN RIVER JACK MEYER MEMORIAL,1840,251050,1,5,HUDSON CANYON,1,2,2,NJ,34,1828,4691,4711,12,6,6,9,0,1,1,1,0,0,0,6,4,3930,7220,97,900,75,0,0,0,0,0,0,0,0
2021-385001,2021,7,15,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,1615,1030137,1,1,FISH TALES,1,2,2,NY,36,1100,4711,4691,2,6,8,28,0,1,1,1,1,0,0,6,6,4000,7120,70,1500,75,0,0,0,0,0,0,0,0
2021-385003,2021,7,15,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,1821,1030137,1,3,FISH TALES,1,2,2,NY,36,1600,4711,1050,2,6,11,29,0,1,1,1,1,0,0,6,6,4000,7120,75,700,75,0,0,0,0,0,0,0,0
2021-385004,2021,7,15,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,1910,1030137,1,4,BLOCK ISLAND SOUND,1,2,1,NY,36,1700,4677,9996,2,6,6,19,0,1,1,1,0,0,0,6,3,4111,7150,10,150,67,0,10,0,0,0,0,0,0
2021-385005,2021,7,15,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,2035,1030137,1,5,IN THE OCEAN,1,2,2,NY,36,1800,4711,4691,2,6,10,28,1,1,1,1,1,0,0,6,4,9999,9999,80,2000,74,0,0,0,0,0,0,0,0
2021-385006,2021,7,15,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,2120,1030137,1,6,BLOCK TO HUDSON,1,2,2,NY,36,1400,4701,4711,2,6,11,8,0,1,1,1,0,0,0,6,5,3950,7114,70,1400,76,0,0,0,0,0,0,0,0
2021-384703,2021,7,16,34,1,1063,1,,QUEST FOR THE RING,,QUEST FOR THE RING,1935,11063,1,3,WILMINGTON CANYON,1,2,2,NJ,34,1900,4656,4720,12,6,10,8,0,1,1,1,0,0,0,6,8,3824,7327,82,1000,75,0,0,0,0,0,0,0,0
2021-394402,2021,7,16,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,1838,1030137,1,2,HUDSON CANYON,1,2,1,RI,44,1450,4711,1050,2,6,8,20,0,1,0,1,0,0,0,6,5,3930,7220,72,355,72,0,0,0,0,0,0,0,0
2021-388405,2021,7,17,24,47,1493,1,6450,KIDS CLASSIC,6450,OCEAN CITY MD KIDS CLASSIC,1715,471493,1,5,ROCK PILE,1,2,2,MD,24,1700,2161,9996,1,6,6,6,0,1,1,1,0,0,0,6,2,3739,7422,55,300,75,0,0,0,0,0,0,0,0
2021-388410,2021,7,17,24,47,1493,1,6450,KIDS CLASSIC,6450,OCEAN CITY MD KIDS CLASSIC,1845,471493,1,10,POOR MANS CANYON,1,2,2,MD,24,1800,4711,9996,2,6,12,10,0,1,1,1,0,0,0,6,6,3752,7406,60,600,75,0,0,0,0,0,0,0,0
2021-394201,2021,7,17,36,103,137,1,2650,MONTAUK CANYON CHALLENGE,2650,MONTAUK CANYON CHALLENGE,1440,1030137,1,1,ATLANTIS CANYON,1,2,2,CT,9,1200,4711,4691,2,6,9,24,0,1,1,1,1,0,0,6,5,3947,7013,997,1600,74,0,0,0,0,0,0,0,0
2021-406606,2021,7,22,51,810,88,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1840,8100088,1,6,NORFOLK CANYON,2,1,3,NC,37,1700,2171,2161,1,6,5,8,0,0,1,1,0,0,0,6,4,3705,7435,60,600,78,0,0,0,0,0,0,0,0
2021-418501,2021,7,22,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1718,8100091,1,1,NORFOLK CANYON SO,1,2,2,GA,13,1705,4711,2171,1,6,4,7,0,0,1,1,0,0,0,6,5,3705,7435,60,3000,80,0,0,0,0,0,0,0,0
2021-418502,2021,7,22,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1735,8100091,1,2,7,1,2,3,NC,37,1730,2171,9996,1,6,5,7,0,0,1,1,0,0,0,6,5,9997,9997,55,150,84,0,0,0,0,0,0,0,0
2021-418503,2021,7,22,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1750,8100091,1,3,200 LINE,2,1,3,VA,51,1730,2171,2161,1,6,7,7,0,0,1,1,0,0,0,6,6,9999,9999,65,210,79,0,0,0,0,0,0,0,0
2021-418504,2021,7,22,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1900,8100091,1,4,TRIPLE ZEROS,1,2,2,VA,51,1840,2161,2171,1,6,4,7,0,0,1,1,0,0,0,6,8,3615,7450,60,600,80,0,0,0,0,0,0,0,0
2021-406602,2021,7,22,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1710,8101832,1,2,CIGAR,1,2,3,VA,51,1700,2171,9996,1,6,5,7,0,0,1,1,0,0,0,6,6,3630,7450,63,600,78,0,0,0,0,0,0,0,0
2021-406603,2021,7,22,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1715,8101832,1,3,LORAN,1,2,3,GA,13,1705,2161,2171,1,6,5,7,0,0,1,1,0,0,0,6,4,9998,9998,70,2000,69,0,0,0,0,0,0,0,0
2021-406601,2021,7,22,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1730,8101832,1,1,CIGAR,1,2,2,VA,51,1700,2171,2161,1,6,5,8,0,0,1,1,0,0,0,6,7,3630,7450,70,600,78,0,0,0,0,0,0,0,0
2021-406604,2021,7,22,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1745,8101832,1,4,200 LINE SOUTH,1,2,3,NC,37,1730,2171,2161,1,6,5,7,0,0,1,1,0,0,0,6,3,9998,9998,65,1200,79,0,0,0,0,0,0,0,0
2021-406605,2021,7,22,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1815,8101832,1,5,WASHINGTON CANYON,1,2,2,VA,51,1750,2171,2161,1,6,4,7,0,0,1,1,0,0,0,6,4,3727,7427,80,600,76,0,0,0,0,0,0,0,0
2021-404106,2021,7,23,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1900,91131,1,6,WILMINGTON CANYON,1,2,2,NJ,34,1645,2161,9996,1,6,10,7,0,0,1,1,0,0,0,6,5,3824,7327,74,850,76,0,0,0,0,0,0,0,0
2021-404107,2021,7,23,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1930,91131,1,7,SPENCER CANYON,1,2,2,NJ,34,1900,2161,9996,1,6,4,8,0,0,1,1,0,0,0,6,5,3837,7312,75,600,78,0,0,0,0,0,0,0,0
2021-404109,2021,7,23,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,2000,91131,1,9,WILMINGTON CANYON,1,2,2,NJ,34,1940,4656,9996,1,6,4,8,0,0,1,1,0,0,0,6,6,3824,7327,70,850,75,0,0,0,0,0,0,0,0
2021-406401,2021,7,23,51,810,2,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1645,8100002,1,1,NORFOLK CANYON,2,1,3,VA,51,1640,4711,2161,2,6,10,7,0,0,1,1,0,0,0,6,5,3705,7435,65,1800,78,0,0,0,0,0,0,0,0
2021-406702,2021,7,23,51,810,88,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1711,8100088,1,2,NORFOLK CANYON,2,1,3,VA,51,1704,2161,7777,1,6,7,7,0,0,1,1,0,0,0,6,3,3705,7435,64,300,78,0,0,0,0,0,0,0,0
2021-406703,2021,7,23,51,810,88,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1744,8100088,1,3,150 LINE,1,2,2,VA,51,1734,7777,9996,1,6,4,8,0,0,1,1,0,0,0,6,4,9998,9998,65,5400,80,0,0,0,0,0,0,0,0
2021-406402,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1730,8100091,1,2,NORFOLK CANYON,1,2,2,VA,51,1715,2181,4656,12,6,8,8,0,0,1,1,0,0,0,6,5,3705,7435,60,420,76,0,0,0,0,0,0,0,0
2021-406403,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1740,8100091,1,3,150 LINE,1,2,2,VA,51,1730,2171,2161,1,6,5,7,0,0,1,1,0,0,0,6,6,9998,9998,30,800,78,0,0,0,0,0,0,0,0
2021-406404,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1750,8100091,1,4,NORFOLK CANYON SO,2,2,2,GA,13,1700,2171,2161,1,6,4,7,0,0,1,1,0,0,0,6,5,9998,9998,70,3000,80,0,0,0,0,0,0,0,0
2021-406405,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1808,8100091,1,5,NORFOLK CANYON SO,1,2,2,NC,37,1730,2171,2161,1,6,6,7,0,0,1,1,0,0,0,6,5,9998,9998,70,6000,81,0,0,0,0,0,0,0,0
2021-406406,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1830,8100091,1,6,CIGAR,1,2,3,VA,51,1730,2171,2161,1,6,5,8,0,0,1,1,0,0,0,6,6,3630,7450,60,600,76,0,0,0,0,0,0,0,0
2021-406408,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1840,8100091,1,8,TRIPLE ZEROS,1,2,2,VA,51,1720,2171,2161,1,6,4,7,0,0,1,1,0,0,0,6,7,3615,7450,65,3000,80,0,0,0,0,0,0,0,0
2021-406407,2021,7,23,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1850,8100091,1,7,TRIPLE ZEROS,1,2,2,VA,51,1820,2161,2171,1,6,5,8,0,0,1,1,0,0,0,6,8,3615,7450,60,2500,78,0,0,0,0,0,0,0,0
2021-406701,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1655,8101832,1,1,CIGAR,1,2,2,VA,51,1648,2161,2171,1,6,5,7,0,0,1,1,0,0,0,6,2,3630,7450,65,1100,78,0,0,0,0,0,0,0,0
2021-406705,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1822,8101832,1,5,100 LINE,1,2,2,VA,51,1700,7777,9996,2,6,4,7,0,0,1,1,0,0,0,6,6,9998,9998,60,1800,80,0,0,0,0,0,0,0,0
2021-406706,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1827,8101832,1,6,CIGAR,1,2,3,VA,51,1700,2161,2171,12,6,5,7,0,0,1,1,0,0,0,6,5,3630,7450,55,600,80,0,0,0,0,0,0,0,0
2021-406707,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1829,8101832,1,7,70 MILES EAST,1,2,3,NC,37,1722,7777,9996,1,6,5,7,0,0,1,1,0,0,0,6,2,9998,9998,70,6000,81,0,0,0,0,0,0,0,0
2021-406708,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1833,8101832,1,8,7,1,2,3,GA,13,1700,7777,9996,1,6,5,7,0,0,1,1,0,0,0,6,6,9998,9998,70,1050,79,0,0,0,0,0,0,0,0
2021-406709,2021,7,23,51,810,1832,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1838,8101832,1,9,150 LINE,1,2,3,NC,37,1830,2161,2171,12,6,4,7,0,1,1,1,0,0,0,6,4,9998,9998,70,6000,79,0,0,0,0,0,0,0,0
2021-401207,2021,7,24,24,47,853,1,5075,BIG FISH CLASSIC,5075,BIG FISH CLASSIC,1830,470853,1,7,WASHINGTON CANYON,1,2,2,NJ,34,1800,4656,9996,12,6,11,32,0,1,1,1,0,0,0,6,6,3727,7427,65,6000,79,0,0,0,0,0,0,0,0
2021-402615,2021,7,24,34,9,1131,1,,OC HUK BIG FISH CLASSIC,5075,BIG FISH CLASSIC,1821,91131,1,15,WILMINGTON CANYON,1,2,3,NJ,34,1800,4711,2171,1,6,8,32,0,1,1,1,1,0,0,6,6,3824,7327,75,2700,76,0,0,0,0,0,0,0,0
2021-402617,2021,7,24,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1832,91131,1,17,WILMINGTON CANYON,1,2,2,NJ,34,1830,2161,2171,1,6,4,7,0,0,1,1,0,0,0,6,5,3824,7327,90,7800,80,0,0,0,0,0,0,0,0
2021-402618,2021,7,24,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1837,91131,1,18,SPENCER CANYON,1,2,2,NJ,34,1827,2161,2171,1,6,4,7,0,0,1,1,0,0,0,6,9,3837,7312,997,7800,80,0,0,0,0,0,0,0,0
2021-402620,2021,7,24,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1845,91131,1,20,SPENCER CANYON,1,2,3,NJ,34,1840,2161,4691,1,6,5,7,0,0,1,1,0,0,0,6,5,3837,7312,997,1200,81,0,0,0,0,0,0,0,0
2021-402621,2021,7,24,34,9,1131,1,3610,STONE HARBOR YC INVITATIONAL,3610,STONE HARBOR,1852,91131,1,21,WILMINGTON CANYON,1,2,2,NJ,34,1800,4711,9996,1,6,10,7,0,1,1,1,0,0,0,6,6,3824,7327,75,350,74,0,0,0,0,0,0,0,0
2021-405707,2021,7,24,51,1,39,1,5075,BIG FISH CLASSIC,5075,BIG FISH CLASSIC,1718,10039,1,7,WILMINGTON CANYON,1,2,2,MD,24,1700,2171,4711,12,6,6,32,0,1,1,1,0,0,0,6,4,3824,7327,95,3500,80,0,0,0,0,0,0,0,0
2021-411402,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1715,8100091,1,2,NORFOLK CANYON,1,2,2,VA,51,1709,2161,9996,1,6,5,7,0,0,1,1,0,0,0,6,5,3705,7435,60,300,78,0,0,0,0,0,0,0,0
2021-411404,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1731,8100091,1,4,NORFOLK CANYON,1,2,8,VA,51,1716,2161,2171,1,6,4,7,0,0,1,1,0,0,0,6,4,3705,7435,63,99997,79,0,0,0,0,0,0,0,0
2021-411405,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1735,8100091,1,5,150 LINE,1,2,3,NC,37,1726,2161,2171,1,6,6,8,0,0,1,1,0,0,0,6,6,9998,9998,60,1800,80,0,0,0,0,0,0,0,0
2021-411407,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1747,8100091,1,7,TRIPLE ZEROS,1,2,2,VA,51,1729,2161,2171,1,6,5,7,0,0,1,1,0,0,0,6,6,3615,7450,65,3000,82,0,0,0,0,0,0,0,0
2021-411408,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1750,8100091,1,8,NORFOLK CANYON,1,2,2,VA,51,1723,2161,9996,1,6,7,7,0,0,1,1,0,0,0,6,6,3705,7435,70,6000,78,0,0,0,0,0,0,0,0
2021-411410,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1818,8100091,1,10,NORFOLK CANYON,1,2,2,VA,51,1746,2161,2171,1,6,4,8,0,0,1,1,0,0,0,6,7,3705,7435,70,6000,78,0,0,0,0,0,0,0,0
2021-411411,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1824,8100091,1,11,100 LINE,1,2,2,VA,51,1722,2161,2171,1,6,4,7,0,0,1,1,0,0,0,6,5,9998,9998,65,1500,81,0,0,0,0,0,0,0,0
2021-411412,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1829,8100091,1,12,NORFOLK CANYON,1,8,2,NC,37,1720,2161,2171,1,6,6,8,0,0,1,1,0,0,0,6,5,3705,7435,70,6000,80,0,0,0,0,0,0,0,0
2021-411413,2021,7,24,51,810,91,1,9550,VB INVITATIONAL MARLIN,9550,VIRGINIA BEACH MARLIN INVITATIONAL,1833,8100091,1,13,CIGAR,1,8,3,VA,51,1746,2161,9996,1,6,5,8,0,0,1,1,0,0,0,6,6,3630,7450,60,600,78,0,0,0,0,0,0,0,0
2021-410301,2021,7,25,10,5,1599,1,,OC HUK BIG FISH CLASSIC,5075,BIG FISH CLASSIC,1710,51599,1,1,POOR MANS CANYON,2,2,3,DE,10,1657,4691,2181,12,6,11,32,0,1,1,1,0,0,0,6,3,3752,7406,65,600,78,0,0,0,0,0,0,0,0
2021-418401,2021,7,28,36,103,169,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1350,1030169,1,1,HUDSON CANYON,1,2,3,FL,12,1325,4656,9996,2,6,9,24,0,1,1,1,0,0,0,6,8,3930,7220,75,1200,75,0,0,0,0,0,0,0,0
2021-423501,2021,7,29,44,9,368,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1630,90368,1,1,COXES LEDGE,1,2,2,CT,9,1620,4677,4711,2,6,9,5,0,1,0,1,0,0,0,6,5,4105,7110,45,130,71,0,0,0,0,0,0,0,0
2021-423502,2021,7,29,44,9,368,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1700,90368,1,2,THE GULLY,1,2,2,CT,9,1645,4677,4711,2,6,5,10,0,1,0,0,0,0,1,JIGGING,5,4100,7120,15,160,72,0,0,0,0,0,0,0,0
2021-423504,2021,7,29,44,9,451,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1745,90451,1,4,RANGER WRECK,1,2,2,NY,36,1600,4677,4711,2,6,12,5,0,1,0,0,0,0,1,JIGGING,8,4035,7147,18,175,72,0,0,0,0,0,0,0,0
2021-423505,2021,7,29,44,9,451,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1805,90451,1,5,W ATLANTIS,1,2,8,NY,36,1600,4691,4711,2,6,11,28,0,1,0,1,0,0,0,6,8,3947,7013,997,1100,98,0,0,0,0,0,0,0,0
2021-423503,2021,7,29,44,9,452,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1718,90452,1,3,W ATLANTIS,1,2,8,MA,25,1540,4691,4711,2,6,8,11,0,1,0,1,0,0,0,6,6,3947,7013,90,600,72,0,0,0,0,0,0,0,0
2021-423201,2021,7,30,36,103,175,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1430,1030175,1,1,HUDSON CANYON,1,2,2,NY,36,1330,4656,9996,2,6,11,32,0,1,1,1,0,0,0,6,7,3930,7220,90,2500,77,0,0,0,0,0,0,0,0
2021-423202,2021,7,30,36,103,589,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1600,1030589,1,2,W ATLANTIS,1,2,3,NY,36,1500,4656,9996,2,6,12,31,0,1,1,1,0,0,0,6,6,3947,7013,86,1000,78,0,0,0,0,0,0,0,0
2021-423203,2021,7,30,36,103,589,1,1110,TRI STATE CANYON SHOOTOUT,1110,TRI STATE CANYON SHOOTOUT,1630,1030589,1,3,W ATLANTIS,1,2,2,NY,36,1330,4656,9996,2,6,12,25,0,1,1,1,1,0,0,6,6,3947,7013,997,1500,80,0,0,0,0,0,0,0,0
2021-430701,2021,8,1,25,9,9249,1,,HOOK A CURE,,HOOK A CURE,1715,99249,2,1,JEFFREYS LEDGE,2,1,3,MA,25,1710,4671,4679,7,6,3,12,1,0,0,0,0,0,0,6,6,4255,7010,5,160,66,0,0,0,0,0,0,0,0
2021-429903,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1805,51599,1,3,POOR MANS CANYON,1,2,2,DE,10,1747,2161,4656,2,6,5,7,0,1,1,1,0,0,0,6,6,3752,7406,60,1200,77,0,0,0,0,0,0,0,0
2021-429904,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1829,51599,3,4,HOT DOG,1,2,2,DE,10,1819,2161,9996,1,6,8,7,0,1,1,1,0,0,0,6,4,3806,7417,54,130,75,0,0,0,0,0,0,0,0
2021-429905,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1838,51599,1,5,BALTIMORE CANYON,2,2,3,DE,10,1830,2161,4656,1,6,7,7,0,1,1,1,0,0,0,6,9,3814,7350,65,600,75,0,0,0,0,0,0,0,0
2021-429906,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1845,51599,1,6,POOR MANS CANYON,1,2,2,DE,10,1840,2161,9996,1,6,4,7,0,1,1,1,0,0,0,6,5,3752,7406,55,99997,77,0,0,0,0,0,0,0,0
2021-429907,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1849,51599,1,7,POOR MANS CANYON,1,2,2,DE,10,1845,2161,4656,1,6,5,7,0,1,1,1,0,0,0,6,6,3752,7406,65,1200,76,0,0,0,0,0,0,0,0
2021-429908,2021,8,2,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1900,51599,1,8,BALTIMORE CANYON,1,2,2,DE,10,1850,2161,9996,1,6,5,7,0,1,1,1,0,0,0,6,6,3806,7349,70,3600,78,0,0,0,0,0,0,0,0
2021-432801,2021,8,2,24,47,22,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1715,470022,1,1,BALTIMORE CANYON,1,2,2,MD,24,1700,2161,9996,1,6,14,7,0,1,1,1,0,0,0,6,7,3814,7350,60,600,76,0,0,0,0,0,0,0,0
2021-432802,2021,8,2,24,47,22,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1730,470022,1,2,HOT DOG,1,2,2,MD,24,1715,2161,9996,1,6,10,7,0,1,1,1,0,0,0,6,4,3806,7417,50,400,98,0,0,0,0,0,0,0,0
2021-432803,2021,8,2,24,47,22,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1750,470022,1,3,BALTIMORE CANYON,2,2,3,DE,10,1735,2161,9996,1,6,6,7,0,0,1,1,0,0,0,6,4,3814,7350,60,600,76,0,0,0,0,0,0,0,0
2021-432804,2021,8,2,24,47,22,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1805,470022,1,4,BALTIMORE CANYON,2,1,3,NC,37,1755,2161,9996,1,6,8,7,0,1,1,1,0,0,0,6,6,3814,7350,60,800,76,0,0,0,0,0,0,0,0
2021-432805,2021,8,2,24,47,22,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1820,470022,1,5,BALTIMORE CANYON,2,1,3,DE,10,1805,2161,9996,1,6,8,7,0,1,1,1,0,0,0,6,6,3814,7350,60,600,76,0,0,0,0,0,0,0,0
2021-432902,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1715,471493,1,2,POOR MANS CANYON,1,2,2,FL,12,1700,2161,2171,1,6,6,7,0,1,1,1,0,0,0,6,4,3752,7406,60,900,77,0,0,0,0,0,0,0,0
2021-432903,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1730,471493,1,3,BALTIMORE CANYON,1,2,2,MD,24,1715,2161,9996,1,6,6,7,0,1,1,1,0,0,0,6,6,3814,7350,64,800,77,0,0,0,0,0,0,0,0
2021-432904,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1740,471493,1,4,BALTIMORE CANYON,1,2,3,GA,13,1730,2161,9996,1,6,6,7,0,1,1,1,0,0,0,6,8,3806,7349,65,3000,76,0,0,0,0,0,0,0,0
2021-432905,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1750,471493,1,5,WILMINGTON CANYON,1,2,2,MD,24,1720,2161,9996,1,6,6,7,0,0,1,1,0,0,0,6,9,3824,7327,76,4200,77,0,0,0,0,0,0,0,0
2021-432906,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1800,471493,1,6,BALTIMORE CANYON,2,1,3,FL,12,1735,2161,9996,1,6,6,7,0,1,1,1,0,0,0,6,6,3814,7350,60,1200,76,0,0,0,0,0,0,0,0
2021-432907,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1810,471493,1,7,BALTIMORE CANYON,1,2,2,NC,37,1745,2161,2171,1,6,6,7,0,1,1,1,0,0,0,6,7,3806,7349,65,3000,76,0,0,0,0,0,0,0,0
2021-432908,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1825,471493,1,8,POOR MANS CANYON,2,1,3,MD,24,1745,2161,2171,1,6,6,7,0,1,1,1,0,0,0,6,6,3752,7406,55,420,75,0,0,0,0,0,0,0,0
2021-432909,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1840,471493,1,9,POOR MANS CANYON,2,1,3,DE,10,1815,2161,9996,1,6,6,7,0,1,1,1,0,0,0,6,6,3752,7406,75,6000,77,0,0,0,0,0,0,0,0
2021-432910,2021,8,2,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1855,471493,1,10,WILMINGTON CANYON,1,2,2,MD,24,1830,2161,9996,1,6,5,7,0,1,1,1,0,0,0,6,8,3824,7327,70,3000,76,0,0,0,0,0,0,0,0
