id,year,month,day,stcode,county,siteno,tourn,tcode,tourn_name,new_tcode,new_name,inttime,site_no,sitetype,docno,location,prim_op,todayt,category,ppstate,ppstfips,returnt,prim1,prim2,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,young_school_bft,school_bft,large_school_bft,small_med_bft,large_med_bft,giant_bft,unk_bft,school_or_lgschool_bft
2005-146525,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1945,470853,1,25,NORFOLK CANYON,1,2,3,MD,24,1940,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,3705,7435,75,700,76,0,0,0,0,0,0,0,0
2005-146527,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1955,470853,1,27,WASHINGTON CANYON,1,2,2,MD,24,1800,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,3724,7425,78,9998,74,0,0,0,0,0,0,0,0
2005-146528,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,2005,470853,1,28,7,1,2,2,DE,10,1815,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,3,9998,9998,60,9998,77,0,0,0,0,0,0,0,0
2005-145311,2005,7,9,24,47,856,1,5550,OC TUNA TOURNAMENT,5550,OCEAN CITY MD TUNA,1728,470856,3,11,LUMPS,1,2,2,DE,10,1725,4656,9996,6,6,8,10,0,1,1,1,0,0,0,6,6,3849,7429,60,100,74,0,0,0,0,0,0,0,0
2005-149301,2005,7,9,34,1,724,1,,BLUEFISH,,BLUEFISH,1705,10724,1,1,28 MILE WRECK,2,1,3,NJ,34,1645,4677,9996,6,6,5,9,0,1,0,1,0,0,0,6,3,3900,7405,28,135,68,0,13,0,0,0,0,0,0
2005-145203,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1630,1030037,1,3,RANGER WRECK,1,2,1,CT,9,1620,3551,9996,6,6,4,7,0,0,1,0,1,1,0,6,6,9999,9999,48,216,65,0,0,0,0,0,0,0,0
2005-145204,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1645,1030037,1,4,JENNIES HORN,1,2,2,CT,9,1640,3551,9996,6,6,4,8,0,0,1,0,1,1,0,6,6,9998,9998,26,210,65,0,0,0,0,0,0,0,0
2005-145205,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1650,1030037,1,5,JENNIES HORN,1,2,8,NY,36,1630,3551,9996,6,6,4,6,0,0,1,0,1,1,0,6,4,9999,9999,35,200,99,0,0,0,0,0,0,0,0
2005-145206,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1700,1030037,1,6,RYANS HORN,1,2,2,CT,9,1655,3551,9996,6,6,3,5,0,0,1,0,1,1,0,6,5,9998,9998,22,175,63,0,0,0,0,0,0,0,0
2005-145207,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1705,1030037,1,7,BUTTERFISH HOLE,1,2,2,CT,9,1650,3551,9996,6,6,3,8,0,0,1,0,1,1,0,6,6,4150,7135,16,180,61,0,0,0,0,0,0,0,0
2005-145212,2005,7,9,36,103,37,1,T210,MBCA,210,MONTAUK CAPTAINS,1815,1030037,1,12,SOUTH,1,2,2,NY,36,1805,3551,9996,6,6,5,8,0,0,1,0,1,1,0,6,2,9998,9998,25,190,65,0,0,0,0,0,0,0,0
2005-145213,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1825,1030037,1,13,JENNIES HORN,1,2,2,CT,9,1800,3551,9996,6,6,3,8,1,0,1,0,1,1,0,6,5,9999,9999,18,204,63,2,0,0,0,0,0,0,0
2005-145214,2005,7,9,36,103,37,1,T210,MBCA,210,MONTAUK CAPTAINS,1835,1030037,1,14,BUTTERFISH HOLE,2,2,3,NY,36,1800,3551,9996,6,6,4,6,1,0,1,0,1,1,0,6,5,4050,7135,17,200,63,0,0,0,0,0,0,0,0
2005-145215,2005,7,9,36,103,37,1,,PEQUONNOCK YACHT,210,MONTAUK CAPTAINS,1845,1030037,1,15,7,1,2,2,CT,9,1715,3531,9996,6,6,4,7,0,0,1,0,1,1,0,6,4,9998,9998,18,9999,64,0,0,0,0,0,0,0,0
2005-145209,2005,7,9,36,103,133,1,T210,MBCA,210,MONTAUK CAPTAINS,1740,1030133,1,9,SOUTH,2,1,3,NY,36,1710,3551,9996,6,6,4,7,1,0,1,0,1,1,0,6,6,9998,9998,21,200,63,0,0,0,0,0,0,0,0
2005-145211,2005,7,9,36,103,133,1,T210,MBCA,210,MONTAUK CAPTAINS,1805,1030133,1,11,SOUTH,2,1,3,NY,36,1800,3551,9996,6,6,4,6,0,0,1,0,1,1,0,6,5,9998,9998,25,204,62,0,0,0,0,0,0,0,0
2005-147704,2005,7,10,24,47,4,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1735,470004,1,4,40 FATHOMS,2,2,2,MD,24,1735,2161,9996,6,6,8,8,0,1,1,1,0,0,0,6,3,9998,9998,40,240,75,0,0,0,0,0,0,0,0
2005-147707,2005,7,10,24,47,4,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1805,470004,1,7,LUMPS,2,1,3,MD,24,1800,4711,9996,6,6,8,9,0,1,1,1,0,0,0,6,6,9998,9998,49,180,98,0,0,0,0,0,0,0,0
2005-147709,2005,7,10,24,47,4,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1840,470004,1,9,ROCKY BOTTOM,2,2,3,MD,24,1840,4678,9996,6,6,8,7,0,1,1,1,0,0,0,6,6,9998,9998,40,120,78,0,1,0,0,0,0,0,0
2005-147710,2005,7,10,24,47,4,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1850,470004,1,10,WASHINGTON CANYON,2,2,3,MD,24,1845,4711,9996,6,6,8,8,0,0,1,1,0,0,0,6,4,3724,7425,65,2500,77,0,0,0,0,0,0,0,0
2005-146701,2005,7,10,36,103,37,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1536,1030037,1,1,RYANS HORN,1,2,3,NY,36,1450,3551,9996,6,6,3,5,0,0,1,0,1,1,0,6,1,9998,9998,25,196,62,0,0,0,0,0,0,0,0
2005-146710,2005,7,10,36,103,37,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1742,1030037,1,10,FINGERS,1,2,2,RI,44,1740,3531,9996,6,6,3,8,0,0,1,0,1,1,0,6,3,4055,7055,21,200,62,0,0,0,0,0,0,0,0
2005-146711,2005,7,10,36,103,37,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1745,1030037,1,11,SE BUTTERFISH,1,2,3,NY,36,1710,3531,9996,6,6,4,7,1,0,1,0,1,1,0,6,5,9998,9998,18,188,62,0,0,0,0,0,0,0,0
2005-146702,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1545,1030133,1,2,JENNIES HORN,1,2,3,NY,36,1500,4931,9996,6,6,3,7,1,0,1,0,0,1,0,6,4,9998,9998,20,200,63,0,0,0,0,0,0,0,0
2005-146703,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1552,1030133,1,3,700 LINE,2,1,3,NY,36,1510,3531,9996,6,6,2,3,1,0,1,0,1,1,0,6,6,9999,9999,16,240,60,0,0,0,0,0,0,0,0
2005-146705,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1650,1030133,1,5,SE,1,2,2,NY,36,1645,3531,9996,6,6,3,8,0,0,1,0,1,1,0,6,2,9999,9999,25,180,63,0,0,0,0,0,0,0,0
2005-146707,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1710,1030133,1,7,EAST WALL,2,1,3,NY,36,1645,3551,9996,6,6,4,7,1,0,1,0,1,0,1,DRIFTING,6,9998,9998,30,180,64,0,0,0,0,0,0,0,0
2005-146708,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1717,1030133,1,8,SOUTH,2,1,3,NY,36,1700,3551,9996,6,6,3,6,1,0,1,0,1,1,0,6,4,9998,9998,20,180,63,0,0,0,0,0,0,0,0
2005-146709,2005,7,10,36,103,133,1,T210,MONTAUK MBCA,210,MONTAUK CAPTAINS,1728,1030133,1,9,SE,2,1,3,NY,36,1720,3531,9996,6,6,4,7,1,0,1,0,1,1,0,6,6,9999,9999,20,190,62,0,0,0,0,0,0,0,0
2005-151003,2005,7,14,34,9,900,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1845,90900,1,3,SOUTH POORMAN,1,2,2,NJ,34,1830,8888,9996,6,6,8,7,0,1,1,1,0,0,0,6,6,9998,9998,72,600,74,0,0,0,0,0,0,0,0
2005-151005,2005,7,14,34,9,900,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1900,90900,1,5,WASHINGTON CANYON,1,2,2,NJ,34,1900,2161,9996,6,6,6,7,0,0,1,1,0,0,0,6,4,9998,9998,85,3000,77,0,0,0,0,0,0,0,0
2005-151006,2005,7,14,34,9,900,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1915,90900,1,6,WASHINGTON CANYON,1,2,2,NJ,34,1900,2161,9996,6,6,4,7,0,0,1,1,0,0,0,6,4,9998,9998,74,600,77,0,0,0,0,0,0,0,0
2005-151007,2005,7,14,34,9,900,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1930,90900,1,7,MUFF DIVER,2,1,3,NJ,34,1915,4656,9996,6,6,6,7,0,1,0,1,0,0,0,6,6,9998,9998,50,75,75,0,0,0,0,0,0,0,0
2005-153801,2005,7,14,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1715,91131,1,1,POOR MANS CANYON,1,2,2,NJ,34,1710,2161,9996,6,6,8,6,0,1,1,1,0,0,0,6,7,3755,7410,75,500,75,0,0,0,0,0,0,0,0
2005-153802,2005,7,14,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1720,91131,1,2,BALTIMORE CANYON,1,2,2,NY,36,1715,2161,9996,6,6,7,6,0,1,0,1,0,0,0,6,2,3820,7345,64,600,74,0,0,0,0,0,0,0,0
2005-153803,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1730,91131,1,3,BALTIMORE CANYON,1,2,2,NJ,34,1715,2161,9996,6,6,7,6,0,1,1,1,0,0,0,6,7,3820,7345,65,240,74,0,1,0,0,0,0,0,0
2005-153804,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1735,91131,1,4,BALTIMORE CANYON,1,2,1,NJ,34,1730,2161,9996,6,6,6,6,0,1,0,1,0,0,0,6,6,3820,7345,60,300,72,0,0,0,0,0,0,0,0
2005-153805,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1745,91131,1,5,POOR MANS CANYON,1,2,2,NJ,34,1730,2161,9996,6,6,6,6,0,1,1,1,0,0,0,6,4,3755,7410,85,400,75,0,0,0,0,0,0,0,0
2005-153806,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1750,91131,1,6,POOR MANS CANYON,1,2,2,NJ,34,1745,2161,9996,6,6,5,6,0,1,1,1,0,0,0,6,4,3755,7410,74,700,73,0,0,0,0,0,0,0,0
2005-153807,2005,7,14,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1800,91131,1,7,BALTIMORE CANYON,1,2,8,NJ,34,1745,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,6,3820,7345,60,600,73,0,0,0,0,0,0,0,0
2005-153808,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1810,91131,1,8,BALTIMORE CANYON,1,2,2,NJ,34,1730,2161,9996,6,6,8,6,0,1,0,1,0,0,0,6,8,3820,7345,70,650,75,0,0,0,0,0,0,0,0
2005-153809,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1820,91131,1,9,WASHINGTON CANYON,1,2,2,NJ,34,1815,2161,9996,6,6,6,6,0,0,1,1,0,0,0,6,3,3729,7430,70,400,75,0,0,0,0,0,0,0,0
2005-153819,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1820,91131,1,19,WILMINGTON CANYON,1,2,2,NJ,34,1800,2161,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3830,7320,90,240,77,0,0,0,0,0,0,0,0
2005-153810,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1830,91131,1,10,WASHINGTON CANYON,1,2,2,NJ,34,1815,4656,9996,6,6,6,6,0,0,1,1,0,0,0,6,4,3729,7430,80,500,77,0,0,0,0,0,0,0,0
2005-153820,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1830,91131,1,20,WASHINGTON CANYON,2,2,3,GA,13,1800,2161,9996,6,6,8,6,0,0,1,1,0,0,0,6,4,3725,7425,88,180,77,0,0,3,0,0,0,0,0
2005-153811,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1835,91131,1,11,WILMINGTON CANYON,1,2,2,NJ,34,1800,2161,9996,6,6,7,6,0,1,0,1,0,0,0,6,6,3830,7320,72,800,74,0,0,0,0,0,0,0,0
2005-153812,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1845,91131,1,12,WILMINGTON CANYON,1,2,2,NJ,34,1820,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,6,3830,7320,67,600,79,0,0,0,0,0,0,0,0
2005-153813,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1850,91131,1,13,WEST NOTCH,1,2,2,NJ,34,1830,8888,9996,6,6,8,6,0,1,1,1,0,0,0,6,8,9999,9999,70,500,72,0,0,0,0,0,0,0,0
2005-153814,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1900,91131,1,14,WASHINGTON CANYON,1,2,2,NJ,34,1845,2161,9996,6,6,6,6,0,0,1,1,0,0,0,6,6,3725,7425,83,800,75,0,0,0,0,0,0,0,0
2005-153821,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1902,91131,1,21,WASHINGTON CANYON,1,2,2,NJ,34,1800,2161,9996,6,6,6,7,0,1,1,1,0,0,0,6,6,3725,7425,65,2000,76,0,0,0,0,0,0,0,0
2005-153815,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1910,91131,1,15,BALTIMORE CANYON,1,2,2,NJ,34,1845,2161,9996,6,6,6,6,0,0,1,1,0,0,0,6,6,3820,7345,70,900,74,0,0,0,0,0,0,0,0
2005-153822,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1911,91131,1,22,BALTIMORE CANYON,1,2,2,NJ,34,1700,4678,9996,6,6,7,8,0,1,0,1,0,0,0,6,4,3820,7345,65,2000,75,0,1,0,0,0,0,0,0
2005-153816,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1915,91131,1,16,WILMINGTON CANYON,1,2,2,NJ,34,1850,8888,9996,6,6,6,6,0,1,1,1,0,0,0,6,7,3830,7320,70,600,75,0,0,0,0,0,0,0,0
2005-153823,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1918,91131,1,23,BALTIMORE CANYON,2,2,2,DE,10,1730,2161,9996,6,6,6,8,0,1,1,1,0,0,0,6,4,3820,7345,65,2000,71,0,0,0,0,0,0,0,0
2005-153817,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1920,91131,1,17,WASHINGTON CANYON,1,2,2,NJ,34,1815,2161,9996,6,6,8,6,0,0,1,1,0,0,0,6,6,3725,7425,90,600,76,0,0,0,0,0,0,0,0
2005-153824,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1922,91131,1,24,WASHINGTON CANYON,1,2,2,NJ,34,1830,2161,9996,6,6,7,7,0,0,1,1,0,0,0,6,6,3725,7425,60,800,76,0,0,0,0,0,0,0,0
2005-153818,2005,7,14,34,9,1131,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1925,91131,1,18,WASHINGTON CANYON,1,2,2,NJ,34,1830,2161,9996,6,6,6,6,0,0,1,1,0,0,0,6,1,3725,7425,86,500,76,0,0,0,0,0,0,0,0
2005-165402,2005,7,15,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1600,70598,1,2,SE OF MARTHAS VINEYARD,1,2,2,MA,25,1540,3551,9996,6,6,5,3,0,0,1,0,1,1,0,6,4,9999,9999,70,58,52,0,0,0,0,0,0,0,0
2005-165403,2005,7,15,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1615,70598,1,3,TYLERS GAR,1,2,2,RI,44,1605,3551,9996,6,6,3,9,0,0,1,0,1,1,0,6,4,9999,9999,50,175,55,0,0,0,0,0,0,0,0
2005-165404,2005,7,15,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1655,70598,1,4,DUMP,1,2,1,MA,25,1630,3551,9996,6,6,5,7,0,0,1,0,1,0,0,6,4,9999,9999,45,225,54,0,0,0,0,0,0,0,0
2005-165405,2005,7,15,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1750,70598,1,5,SE OF MARTHAS VINEYARD,1,2,2,MA,25,1730,3551,9996,6,6,6,5,0,0,1,0,1,0,0,6,5,9999,9999,65,250,54,0,0,0,0,0,0,0,0
2005-152603,2005,7,16,24,47,1493,1,,TAYLOR MARINE 1ST IN,,TAYLOR MARINE,1540,471493,1,3,20 FATHOM,1,2,2,MD,24,1535,4656,9996,6,6,7,6,0,1,1,1,0,0,0,6,5,3812,7437,25,120,77,0,0,0,0,0,0,0,0
2005-152604,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1555,471493,1,4,JACKSPOT,1,2,2,MD,24,1550,4656,9996,6,6,6,6,0,1,1,1,0,0,0,6,6,3805,7445,22,135,76,0,0,0,0,0,0,0,0
2005-152605,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1605,471493,1,5,HOT DOG,1,2,2,MD,24,1600,8888,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3806,7417,40,180,77,0,0,0,0,0,0,0,0
2005-152606,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1620,471493,1,6,HOT DOG,1,2,2,MD,24,1616,4656,9996,6,6,5,6,0,1,1,1,0,0,0,6,4,3806,7417,27,160,76,0,0,0,0,0,0,0,0
2005-152607,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1625,471493,1,7,POOR MANS CANYON,1,2,2,MD,24,1600,8888,9996,6,6,8,7,0,0,1,1,0,0,0,6,3,3752,7406,53,1600,80,0,0,0,0,0,0,0,0
2005-152608,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1635,471493,1,8,SAUSAGES,1,2,2,MD,24,1630,4656,9996,6,6,4,6,0,1,1,1,1,0,0,6,2,3759,7433,38,125,77,0,0,0,0,0,0,0,0
2005-152609,2005,7,16,24,47,1493,1,,TAYLOR MARINE FIRST,,TAYLOR MARINE,1648,471493,1,9,WASHINGTON CANYON,1,2,2,MD,24,1645,4656,9996,6,6,7,10,0,1,1,1,0,0,0,6,5,3820,7330,64,270,76,0,0,0,0,0,0,0,0
2005-153309,2005,7,16,34,9,900,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1800,90900,1,9,POOR MANS CANYON,1,2,2,NJ,34,1800,4711,9996,6,6,8,6,0,1,0,1,0,0,0,6,4,3752,7406,72,300,76,0,0,0,0,0,0,0,0
2005-153310,2005,7,16,34,9,900,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1810,90900,1,10,BALTIMORE CANYON,2,2,3,NJ,34,1800,2161,9996,6,6,8,7,0,1,1,1,0,0,0,6,6,3820,7345,65,1800,75,0,0,0,0,0,0,0,0
2005-153312,2005,7,16,34,9,900,1,4400,VIKING/OCEAN,4400,OCEAN VIKING SHOWDOWN,1839,90900,1,12,1000 FATHOMS,1,2,2,NJ,34,1839,4656,9996,6,6,7,8,0,0,1,1,0,0,0,6,10,9998,9998,75,6000,78,0,0,0,0,0,0,0,0
2005-155001,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1730,91131,1,1,WILMINGTON CANYON,1,2,2,NJ,34,1725,2161,9996,6,6,8,8,0,0,1,1,0,0,0,6,5,3820,7330,65,3000,78,0,0,0,0,0,0,0,0
2005-155002,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1745,91131,1,2,BALTIMORE CANYON,1,2,2,NJ,34,1700,4656,9996,6,6,6,6,0,1,1,1,0,0,0,6,5,3820,7345,70,560,75,0,0,0,0,0,0,0,0
2005-155003,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1750,91131,1,3,WILMINGTON CANYON,1,2,2,FL,12,1735,8888,9996,6,6,6,6,0,1,1,1,0,0,0,6,7,3820,7330,69,600,77,0,0,0,0,0,0,0,0
2005-155004,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1755,91131,1,4,BALTIMORE CANYON,1,2,2,NJ,34,1730,4656,9996,6,6,4,6,0,1,0,1,0,0,0,6,5,3820,7345,67,1800,77,0,0,0,0,0,0,0,0
2005-155005,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1800,91131,1,5,POOR MANS CANYON,1,2,2,NY,36,1720,8888,9996,6,6,7,6,0,1,1,1,0,0,0,6,5,3755,7410,60,240,78,0,0,0,0,0,0,0,0
2005-155006,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1805,91131,1,6,WILMINGTON CANYON,1,2,2,NJ,34,1730,8888,9996,6,6,7,6,0,1,1,1,0,0,0,6,7,3820,7330,68,300,77,0,0,0,0,0,0,0,0
2005-155007,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1810,91131,1,7,PORT WASHINGTON,1,2,2,DE,10,1800,8888,9996,6,6,10,6,0,0,1,1,0,0,0,6,4,9998,9998,998,240,78,0,0,0,0,0,0,0,0
2005-155008,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1815,91131,1,8,BALTIMORE CANYON,1,2,2,NJ,34,1800,2161,9996,6,6,7,6,0,0,1,1,0,0,0,6,6,3820,7345,81,3500,79,0,0,0,0,0,0,0,0
2005-155009,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1820,91131,1,9,POOR MANS CANYON,1,2,2,DE,10,1815,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,4,3755,7410,62,300,74,0,0,0,0,0,0,0,0
2005-155010,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1825,91131,1,10,28 MILE WRECK,1,2,2,DE,10,1730,2161,9996,6,6,8,6,0,0,1,1,0,0,0,6,3,3900,7405,68,1700,77,0,0,0,0,0,0,0,0
2005-155011,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1830,91131,1,11,POOR MANS CANYON,1,2,2,DE,10,1800,4656,9996,6,6,7,6,0,0,1,1,0,0,0,6,6,3755,7410,76,4000,78,0,0,0,0,0,0,0,0
2005-155012,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1835,91131,1,12,BALTIMORE CANYON,1,2,2,NJ,34,1730,2161,9996,6,6,8,6,0,0,1,1,0,0,0,6,7,3806,7349,75,600,78,0,0,0,0,0,0,0,0
2005-155013,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1840,91131,1,13,WASHINGTON CANYON,1,2,2,NJ,34,1810,2161,9996,6,6,7,6,0,0,1,1,0,0,0,6,8,3725,7425,50,400,76,0,0,0,0,0,0,0,0
2005-155014,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1845,91131,1,14,WILMINGTON CANYON,1,2,2,NJ,34,1800,4711,9996,6,6,6,6,0,1,1,1,0,0,0,6,4,3820,7330,69,300,76,0,0,0,0,0,0,0,0
2005-155015,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1850,91131,1,15,BALTIMORE CANYON,1,2,2,NJ,34,1845,2161,9996,6,6,7,6,0,0,1,1,0,0,0,6,5,3820,7345,56,600,78,0,0,0,0,0,0,0,0
2005-155016,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1855,91131,1,16,WILMINGTON CANYON,1,2,2,NJ,34,1830,2161,9996,6,6,6,6,0,1,1,1,0,0,0,6,6,3820,7330,80,3000,75,0,0,0,0,0,0,0,0
2005-155018,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1910,91131,1,18,BALTIMORE CANYON,1,2,2,NJ,34,1730,8888,9996,6,6,7,6,0,1,0,1,0,0,0,6,6,3820,7345,74,1500,78,0,0,0,0,0,0,0,0
2005-155020,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1920,91131,1,20,WILMINGTON CANYON,1,2,2,NJ,34,1820,2161,9996,6,6,7,6,0,1,1,1,0,0,0,6,5,3820,7330,75,500,79,0,0,0,0,0,0,0,0
2005-155021,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1945,91131,1,21,WILMINGTON CANYON,1,2,2,NJ,34,1830,2161,9996,6,6,8,6,0,1,1,1,0,0,0,6,8,3820,7330,75,900,80,0,0,0,0,0,0,0,0
2005-155022,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,1950,91131,1,22,BALTIMORE CANYON,1,2,2,NJ,34,1730,8888,9996,6,6,9,6,0,0,1,1,0,0,0,6,10,3820,7345,70,240,74,0,0,0,0,0,0,0,0
2005-155025,2005,7,16,34,9,1131,1,4400,VIKING OCEAN,4400,OCEAN VIKING SHOWDOWN,2015,91131,1,25,BALTIMORE CANYON,2,2,2,NJ,34,1830,2161,9996,6,6,6,6,0,0,1,1,0,0,0,6,6,3820,7345,83,3000,79,0,0,0,0,0,0,0,0
